,open time,open,high,low,close,volume,close time,quote_asset_volume,number of trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,unused field
0,1623801600000,2493.19,2578.98,2142.53,2522.43,187.229,1623815999999,470545.97747,1570,123.982,313331.47185,0
1,1623816000000,2524.21,2550.97,2512.46,2528.16,542.134,1623830399999,1370424.78943,2970,399.325,1009507.37548,0
2,1623830400000,2527.53,2550.45,2456.28,2462.38,751.664,1623844799999,1887676.5763,1686,423.066,1063610.70223,0
3,1623844800000,2460.71,2464.99,2405.32,2417.01,449.149,1623859199999,1095809.50619,1786,243.11,593657.16092,0
4,1623859200000,2415.5,2455.82,2358.75,2418.56,1298.169,1623873599999,3127988.77686,4830,559.91,1350474.36171,0
5,1623873600000,2418.56,2418.56,2347.86,2365.41,522.456,1623887999999,1245863.98789,3778,239.122,570070.88394,0
6,1623888000000,2365.2,2436.98,2355.02,2431.96,537.077,1623902399999,1293171.12597,5634,277.446,668408.80087,0
7,1623902400000,2432.55,2459.45,2411.59,2438.0,573.741,1623916799999,1397983.43368,6839,336.527,820505.49252,0
8,1623916800000,2438.28,2452.25,2421.74,2424.4,559.99,1623931199999,1364012.50938,5036,271.289,661075.0514,0
9,1623931200000,2424.0,2424.35,2361.53,2416.0,1120.154,1623945599999,2678878.97161,9264,538.522,1288486.25176,0
10,1623945600000,2415.2,2423.34,2305.16,2338.3,1702.363,1623959999999,3983501.37861,16530,798.526,1867852.27119,0
11,1623960000000,2338.0,2377.91,2318.19,2371.38,963.271,1623974399999,2265110.53235,10840,515.924,1213226.33631,0
12,1623974400000,2371.52,2375.67,2310.8,2340.26,803.824,1623988799999,1881857.46653,10551,387.24,907160.88114,0
13,1623988800000,2340.4,2367.82,2322.0,2339.5,602.972,1624003199999,1412925.06722,7000,303.714,712037.71409,0
14,1624003200000,2339.2,2355.35,2277.73,2317.61,2182.441,1624017599999,5047640.32736,13495,1052.227,2434328.22608,0
15,1624017600000,2318.59,2324.58,2210.52,2214.48,3309.76,1624031999999,7498119.00935,18610,1511.81,3428137.87946,0
16,1624032000000,2214.19,2244.75,2135.8,2152.48,3953.528,1624046399999,8615031.70062,14565,1800.614,3929820.7395,0
17,1624046400000,2153.5,2234.96,2149.86,2231.6,2580.974,1624060799999,5684188.39919,11276,1308.18,2881346.05084,0
18,1624060800000,2231.89,2253.46,2167.93,2186.63,1715.671,1624075199999,3807711.66474,9407,820.988,1822810.18927,0
19,1624075200000,2187.55,2248.0,2179.14,2244.8,2429.439,1624089599999,5397243.62793,13794,1313.36,2919230.75121,0
20,1624089600000,2244.81,2259.66,2218.4,2240.85,2211.276,1624103999999,4947272.15302,11591,1149.094,2571961.59913,0
21,1624104000000,2241.38,2279.6,2219.6,2245.79,2902.342,1624118399999,6512129.28704,17175,1508.778,3385746.33584,0
22,1624118400000,2246.25,2252.64,2187.6,2221.3,1996.834,1624132799999,4426017.03186,17779,979.266,2170387.94701,0
23,1624132800000,2220.42,2228.94,2160.6,2163.72,1742.312,1624147199999,3828887.24869,14557,888.378,1954343.5235,0
24,1624147200000,2164.38,2192.65,2142.0,2182.16,1556.612,1624161599999,3378258.82403,11083,791.287,1718032.35934,0
25,1624161600000,2183.06,2218.83,2179.06,2201.35,994.013,1624175999999,2188739.35758,6863,495.034,1089825.45924,0
26,1624176000000,2201.85,2208.99,2058.82,2073.28,4849.128,1624190399999,10244454.16365,17116,2144.861,4533229.4621,0
27,1624190400000,2072.86,2123.95,2040.75,2108.82,4540.548,1624204799999,9460527.60812,14423,2300.037,4793882.08268,0
28,1624204800000,2109.4,2239.48,2101.03,2221.59,3065.06,1624219199999,6620925.45731,12066,1551.927,3355081.86136,0
29,1624219200000,2221.6,2276.5,2215.32,2242.78,2908.732,1624233599999,6541440.50925,16852,1412.853,3178115.23985,0
30,1624233600000,2242.88,2261.6,2155.26,2156.75,2510.395,1624247999999,5537675.0065,12730,1298.083,2864002.8916,0
31,1624248000000,2156.53,2161.76,1970.77,2011.0,14092.411,1624262399999,29015264.79562,39356,7826.438,16108266.57187,0
32,1624262400000,2010.9,2053.3,1889.46,1968.07,10897.06,1624276799999,21536786.465,41411,5669.616,11218707.17677,0
33,1624276800000,1969.5,2023.5,1914.48,1983.0,7191.771,1624291199999,14199478.0682,26458,3468.992,6849547.4898,0
34,1624291200000,1982.0,1999.0,1910.0,1942.88,4677.129,1624305599999,9078181.70511,24324,2228.255,4325611.87458,0
35,1624305600000,1944.0,1955.22,1864.95,1884.92,5826.456,1624319999999,11082687.03192,22880,2724.908,5182044.66211,0
36,1624320000000,1884.67,1996.64,1858.8,1974.62,6510.403,1624334399999,12530350.77515,26020,3257.344,6272353.40391,0
37,1624334400000,1975.0,1980.21,1926.95,1943.2,3149.726,1624348799999,6135464.6396,13891,1566.296,3051105.66011,0
38,1624348800000,1943.0,1944.01,1850.52,1865.0,7163.473,1624363199999,13503066.88887,31067,3630.859,6845851.55005,0
39,1624363200000,1865.66,1893.1,1700.0,1858.62,19399.854,1624377599999,34833861.23379,45354,9998.087,17955340.23603,0
40,1624377600000,1858.19,1952.38,1851.14,1895.82,8671.647,1624391999999,16522340.23326,35097,4280.806,8159937.71846,0
41,1624392000000,1895.5,1934.0,1847.61,1878.85,4053.414,1624406399999,7648463.1025,21737,1950.473,3684449.58646,0
